id,speaker,headline,month_filmed,year_filmed,event,duration,date_published,views_as_of_06162017
957,Jessa Gamble,Our natural sleep cycle is nothing like what we do now,7,2010,TEDGlobal 2010,0:04:01,9/15/2010,2128739
958,Nicholas Christakis,How social networks predict epidemics,6,2010,TED@Cannes,0:17:54,9/16/2010,564314
959,Caroline Phillips,Hurdy-gurdy for beginners,7,2010,TEDGlobal 2010,0:05:41,9/17/2010,630420
960,Christien Meindertsma,How pig parts make the world turn,7,2010,TEDGlobal 2010,0:08:54,9/20/2010,1147204
961,Steven Johnson,Where good ideas come from,7,2010,TEDGlobal 2010,0:17:45,9/21/2010,3874262
962,Mitchell Besser,Mothers helping mothers fight HIV,7,2010,TEDGlobal 2010,0:18:30,9/22/2010,231703
963,Annie Lennox,Why I am an HIV/AIDS activist,7,2010,TEDGlobal 2010,0:09:16,9/22/2010,479482
964,Fabian Hemmert,The shape-shifting future of the mobile phone,2,2010,TEDxBerlin,0:04:15,9/23/2010,871021
965,Julian Treasure,Shh! Sound health in 8 steps,7,2010,TEDGlobal 2010,0:07:14,9/23/2010,1101112
966,Gary Wolf,The quantified self,6,2010,TED@Cannes,0:05:10,9/27/2010,841937
967,Sebastian Seung,I am my connectome,7,2010,TEDGlobal 2010,0:19:25,9/28/2010,928484
968,Inge Missmahl,Bringing peace to the minds of Afghanistan,7,2010,TEDGlobal 2010,0:10:41,9/29/2010,336264
970,Mechai Viravaidya,How Mr. Condom made Thailand a better place for life and love,9,2010,TEDxChange,0:13:50,9/30/2010,1049996
971,Eben Bayer,Are mushrooms the new plastic?,7,2010,TEDGlobal 2010,0:09:05,10/4/2010,1088546
972,Tim Jackson,An economic reality check,7,2010,TEDGlobal 2010,0:20:23,10/5/2010,888368
973,Barbara Block,Tagging tuna in the deep ocean,4,2010,Mission Blue Voyage,0:20:06,10/6/2010,333080
974,Hans Rosling,The good news of the decade? We're winning the war against child mortality,9,2010,TEDxChange,0:15:34,10/7/2010,731062
975,Stacey Kramer,The best gift I ever survived,2,2010,TED2010,0:03:17,10/8/2010,3367715
976,Stefano Mancuso,The roots of plant intelligence,7,2010,TEDGlobal 2010,0:13:50,10/11/2010,1055526
977,Melinda Gates,What nonprofits can learn from Coca-Cola,9,2010,TEDxChange,0:16:28,10/12/2010,1168362
978,Peter Haas,Haiti's disaster of engineering,7,2010,TED Senior Fellows at TEDGlobal 2010,0:08:30,10/13/2010,312152
980,Natalie Jeremijenko,The art of the eco-mindshift,9,2009,Business Innovation Factory,0:19:50,10/14/2010,411416
981,Ze Frank,My web playroom,7,2010,TEDGlobal 2010,0:18:00,10/15/2010,1860821
982,Joel Burns,A message to gay teens: It gets better,10,2010,Fort Worth City Council,0:12:55,10/17/2010,276141
983,Jessica Jackley,"Poverty, money -- and love",7,2010,TEDGlobal 2010,0:18:33,10/18/2010,1345952
984,Heribert Watzke,The brain in your gut,7,2010,TEDGlobal 2010,0:15:14,10/19/2010,1325831
986,Dianna Cohen,Tough truths about plastic pollution,4,2010,Mission Blue Voyage,0:05:18,10/20/2010,677510
987,Patrick Chappatte,The power of cartoons,7,2010,TEDGlobal 2010,0:12:32,10/21/2010,750387
988,"David Byrne, Ethel + Thomas Dolby","""(Nothing But) Flowers"" with string quartet",2,2010,TED2010,0:03:15,10/22/2010,609898
991,R.A. Mashelkar,Breakthrough designs for ultra-low-cost products,11,2009,TEDIndia 2009,0:19:40,10/25/2010,618526
992,Joseph Nye,Global power shifts,7,2010,TEDGlobal 2010,0:18:15,10/26/2010,935464
993,Barton Seaver,Sustainable seafood? Let's get smart,4,2010,Mission Blue Voyage,0:09:26,10/27/2010,551019
994,Shimon Steinberg,Natural pest control ... using bugs!,4,2010,TEDxTelAviv 2010,0:15:23,10/28/2010,364974
995,Miwa Matreyek,Glorious visions in animation and performance,7,2010,TEDGlobal 2010,0:11:11,10/29/2010,819920
996,Tom Chatfield,7 ways games reward the brain,7,2010,TEDGlobal 2010,0:16:28,11/1/2010,1005876
997,David Bismark,E-voting without fraud,7,2010,TEDGlobal 2010,0:07:02,11/2/2010,540091
998,Greg Stone,Saving the ocean one island at a time,4,2010,Mission Blue Voyage,0:17:15,11/3/2010,452252
1000,Gero Miesenboeck,Re-engineering the brain,7,2010,TEDGlobal 2010,0:17:34,11/3/2010,604284
1001,Andrew Bird,A one-man orchestra of the imagination,2,2010,TED2010,0:19:19,11/5/2010,1213301
1002,Emily Pilloton,Teaching design for change,7,2010,TEDGlobal 2010,0:16:43,11/8/2010,918958
1003,Stefan Wolff,The path to ending ethnic conflicts,7,2010,TEDGlobal 2010,0:17:35,11/9/2010,304892
1004,Aaron Huey,America's native prisoners of war,9,2010,TEDxDU 2010,0:15:27,11/10/2010,1323118
1005,Auret van Heerden,Making global labor fair,7,2010,TEDGlobal 2010,0:17:46,11/11/2010,575768
1006,Eric Berlow,Simplifying complexity,7,2010,TEDGlobal 2010,0:03:42,11/12/2010,1135976
1007,Conrad Wolfram,Teaching kids real math with computers,7,2010,TEDGlobal 2010,0:17:19,11/15/2010,1483378
1008,Denis Dutton,A Darwinian theory of beauty,2,2010,TED2010,0:15:33,11/16/2010,1972309
1009,Shimon Schocken,What a bike ride can teach you,4,2010,TEDxTelAviv 2010,0:15:46,11/17/2010,532605
1010,John Hardy,My green school dream,7,2010,TEDGlobal 2010,0:13:35,11/18/2010,943702
1011,Kristina Gjerde,Making law on the high seas,4,2010,Mission Blue Voyage,0:15:46,11/19/2010,346130
1012,Kim Gorgens,Protecting the brain against concussion,3,2010,TEDxDU 2010,0:09:21,11/22/2010,449274
1013,Zainab Salbi,"Women, wartime and the dream of peace",7,2010,TEDGlobal 2010,0:17:46,11/23/2010,498618
1014,Jason Fried,Why work doesn't happen at work,10,2010,TEDxMidwest,0:15:21,11/24/2010,4808736
1015,Dan Phillips,Creative houses from reclaimed stuff,10,2010,TEDxHouston,0:17:57,11/25/2010,1082559
1016,Birke Baehr,What's wrong with our food system,8,2010,TEDxNextGenerationAsheville,0:05:14,11/29/2010,2132725
1017,William Ury,"The walk from ""no"" to ""yes""",10,2010,TEDxMidwest,0:18:45,11/30/2010,1782025
1018,Marcel Dicke,Why not eat insects?,7,2010,TEDGlobal 2010,0:16:34,12/1/2010,1378801
1019,Bart Weetjens,How I taught rats to sniff out land mines,6,2010,TEDxRotterdam 2010,0:12:11,12/2/2010,530058
1020,Arthur Potts Dawson,A vision for sustainable restaurants,7,2010,TEDGlobal 2010,0:08:49,12/3/2010,827994
1030,Halla Tomasdottir,A feminine response to Iceland's financial crash,12,2010,TEDWomen 2010,0:09:45,12/8/2010,582042
1031,Tony Porter,A call to men,12,2010,TEDWomen 2010,0:11:13,12/9/2010,2186331
1032,Kiran Bedi,A police chief with a difference,12,2010,TEDWomen 2010,0:08:47,12/13/2010,822884
1033,Hanna Rosin,New data on the rise of women,12,2010,TEDWomen 2010,0:16:12,12/15/2010,839827
1034,Diana Laufenberg,How to learn? From mistakes,11,2010,TEDxMidAtlantic,0:10:05,12/15/2010,1825061
1036,Rufus Griscom + Alisa Volkman,Let's talk parenting taboos,12,2010,TEDWomen 2010,0:17:08,12/16/2010,2088572
1037,Rachel Botsman,The case for collaborative consumption,3,2010,TEDxSydney,0:16:34,12/17/2010,1106883
1038,Ken Robinson,Changing education paradigms,6,2008,RSA Animate,0:11:40,12/19/2010,1823344
1039,Beverly + Dereck Joubert,Life lessons from big cats,12,2010,TEDWomen 2010,0:17:20,12/20/2010,843549
1040,Sheryl Sandberg,Why we have too few women leaders,12,2010,TEDWomen 2010,0:14:58,12/21/2010,7176818
1041,Majora Carter,3 stories of local eco-entrepreneurship,10,2010,TEDxMidwest,0:17:59,12/22/2010,618945
1042,Brené Brown,The power of vulnerability,6,2010,TEDxHouston,0:20:19,12/23/2010,29931236
1043,Barry Schwartz,Using our practical wisdom,11,2010,TEDSalon NY2011,0:23:07,12/31/2010,927293
1044,Arianna Huffington,How to succeed? Get more sleep,12,2010,TEDWomen 2010,0:04:10,1/3/2011,4138414
1045,Lesley Hazleton,On reading the Koran,10,2010,TEDxRainier,0:09:33,1/4/2011,1813921
1046,Charles Limb,Your brain on improv,11,2010,TEDxMidAtlantic,0:16:31,1/5/2011,1220262
1047,Deborah Rhodes,"A test that finds 3x more breast tumors, and why it's not available to you",12,2010,TEDWomen 2010,0:21:08,1/6/2011,881794
1048,Neil Pasricha,The 3 A's of awesome,9,2010,TEDxToronto 2010,0:17:33,1/7/2011,2815895
1049,Jody Williams,A realistic vision for world peace,12,2010,TEDWomen 2010,0:10:52,1/10/2011,645329
1050,Amber Case,We are all cyborgs now,12,2010,TEDWomen 2010,0:07:53,1/11/2011,1444417
1051,Thomas Thwaites,How I built a toaster -- from scratch,11,2010,TEDSalon London 2010,0:10:51,1/12/2011,1290151
1052,Elizabeth Lesser,"Take ""the Other"" to lunch",12,2010,TEDWomen 2010,0:11:08,1/13/2011,1182996
1053,Ali Carr-Chellman,Gaming to re-engage boys in learning,10,2010,TEDxPSU,0:12:30,1/14/2011,929925
1054,Naomi Klein,Addicted to risk,12,2010,TEDWomen 2010,0:19:49,1/17/2011,892318
1055,Charity Tillemann-Dick,Singing after a double lung transplant,10,2010,TEDMED 2010,0:18:05,1/18/2011,516030
1056,Van Jones,The economic injustice of plastic,11,2010,TEDxGreatPacificGarbagePatch,0:12:49,1/19/2011,449323
1057,Anders Ynnerman,Visualizing the medical data explosion,11,2010,TEDxGöteborg 2010,0:16:36,1/20/2011,460205
1058,Heather Knight,Silicon-based comedy,12,2010,TEDWomen 2010,0:06:04,1/21/2011,747066
1059,Martin Jacques,Understanding the rise of China,11,2010,TEDSalon London 2010,0:21:30,1/24/2011,2279834
1060,Thomas Goetz,It's time to redesign medical data,10,2010,TEDMED 2010,0:16:33,1/25/2011,489636
1061,Liza Donnelly,Drawing on humor for change,12,2010,TEDWomen 2010,0:06:42,1/26/2011,1285573
1062,Bruce Feiler,The council of dads,10,2010,TEDMED 2010,0:20:33,1/27/2011,459704
1064,Kate Orff,Reviving New York's rivers -- with oysters!,12,2010,TEDWomen 2010,0:10:07,1/31/2011,312482
1065,Dale Dougherty,We are makers,6,2011,TED@MotorCity,0:11:47,2/1/2011,715187
1066,Johanna Blakley,Social media and the end of gender,12,2010,TEDWomen 2010,0:08:27,2/2/2011,1249166
1067,Christopher McDougall,Are we born to run?,7,2010,TEDxPennQuarter,0:15:52,2/3/2011,2390532
1068,Suheir Hammad,"Poems of war, peace, women, power",12,2010,TEDWomen 2010,0:05:53,2/4/2011,585228
1069,Nigel Marsh,How to make work-life balance work,3,2010,TEDxSydney,0:10:05,2/7/2011,3731811
1070,Cynthia Breazeal,The rise of personal robots,12,2010,TEDWomen 2010,0:14:04,2/8/2011,1054646
1071,Hawa Abdi + Deqo Mohamed,Mother and daughter doctor-heroes,12,2010,TEDWomen 2010,0:08:43,2/9/2011,343143
1072,Michael Pawlyn,Using nature's genius in architecture,11,2010,TEDSalon London 2010,0:13:46,2/10/2011,1716104
1073,Geert Chatrou,A whistleblower you haven't heard,6,2010,TEDxRotterdam 2010,0:11:56,2/11/2011,1730075
1074,Krista Tippett,Reconnecting with compassion,11,2010,TEDPrize@UN,0:15:53,2/14/2011,678771
1075,Patricia Kuhl,The linguistic genius of babies,10,2010,TEDxRainier,0:10:17,2/15/2011,2437304
1076,Jacqueline Novogratz,Inspiring a life of immersion,12,2010,TEDWomen 2010,0:17:48,2/16/2011,840172
1077,Lisa Gansky,"The future of business is the ""mesh""",6,2011,TED@MotorCity,0:14:47,2/17/2011,704713
1078,Madeleine Albright,On being a woman and a diplomat,12,2010,TEDWomen 2010,0:12:59,2/18/2011,720291
1079,Noreena Hertz,How to use experts -- and when not to,11,2010,TEDSalon London 2010,0:18:18,2/21/2011,869492
1080,Iain Hutchison,Saving faces: A facial surgeon's craft,7,2010,TEDGlobal 2010,0:15:54,2/22/2011,617138
1081,Elizabeth Lindsey,Curating humanity's heritage,12,2010,TEDWomen 2010,0:10:13,2/23/2011,433741
1082,Danny Hillis,Understanding cancer through proteomics,10,2010,TEDMED 2010,0:19:55,2/24/2011,415380
1083,Ahn Trio,"A modern take on piano, violin, cello",12,2010,TEDWomen 2010,0:09:25,2/25/2011,736692
1084,Wadah Khanfar,A historic moment in the Arab world,3,2011,TED2011,0:17:12,3/2/2011,914790
1085,JR,My wish: Use art to turn the world inside out,3,2011,TED2011,0:24:09,3/4/2011,2592305
1086,Wael Ghonim,Inside the Egyptian revolution,3,2011,TED2011,0:09:51,3/4/2011,901859
1087,Bill Gates,How state budgets are breaking US schools,3,2011,TED2011,0:10:16,3/4/2011,1859345
1088,Anthony Atala,Printing a human kidney,3,2011,TED2011,0:17:24,3/7/2011,2761848
1089,Courtney Martin,This isn't her mother's feminism,12,2010,TEDWomen 2010,0:11:26,3/8/2011,937206
1090,Salman Khan,Let's use video to reinvent education,3,2011,TED2011,0:20:27,3/9/2011,4536323
1091,Eli Pariser,"Beware online ""filter bubbles""",3,2011,TED2011,0:09:04,5/2/2011,3963853
1092,Deb Roy,The birth of a word,3,2011,TED2011,0:19:52,3/10/2011,2444162
1093,Rob Harmon,How to keep rivers and streams flowing,11,2010,TEDxRainier,0:08:46,3/11/2011,592155
1094,David Brooks,The social animal,3,2011,TED2011,0:18:44,3/14/2011,1118833
1095,Janna Levin,The sound the universe makes,3,2011,TED2011,0:17:43,3/15/2011,1098310
1096,Mark Bezos,A life lesson from a volunteer firefighter,3,2011,TED2011,0:04:07,3/16/2011,2108569
1098,Rogier van der Heide,Why light needs darkness,11,2010,TEDxAmsterdam,0:16:51,3/17/2011,558643
1100,Sarah Kay,If I should have a daughter ...,3,2011,TED2011,0:18:25,3/18/2011,10254925
1101,Hans Rosling,The magic washing machine,12,2010,TEDWomen 2010,0:09:15,3/21/2011,2359215
1102,Isabel Behncke,"Evolution's gift of play, from bonobo apes to humans",3,2011,TED2011,0:07:01,3/21/2011,688298
1103,Paul Root Wolpe,It's time to question bio-engineering,11,2010,TEDxPeachtree,0:19:42,3/23/2011,1192027
1104,Eythor Bender,Human exoskeletons -- for war and healing,3,2011,TED2011,0:06:23,3/24/2011,1366105
1105,Claron McFadden,Singing the primal mystery,11,2010,TEDxAmsterdam,0:10:54,3/25/2011,394155
1106,Patricia Ryan,Don't insist on English!,12,2010,TEDxDubai,0:10:35,3/28/2011,1587982
1107,Ralph Langner,"Cracking Stuxnet, a 21st-century cyber weapon",3,2011,TED2011,0:10:40,3/29/2011,1332811
1108,Handspring Puppet Co.,The genius puppetry behind War Horse,3,2011,TED2011,0:18:11,3/30/2011,1510048
1109,Sebastian Thrun,Google's driverless car,3,2011,TED2011,0:04:14,3/31/2011,2404422
1110,Eric Whitacre,"A virtual choir 2,000 voices strong",3,2011,TED2011,0:14:34,4/1/2011,3392675
1111,AnnMarie Thomas,Hands-on science with squishy circuits,3,2011,TED2011,0:04:08,4/4/2011,843155
1112,Stanley McChrystal,"Listen, learn ... then lead",3,2011,TED2011,0:15:38,4/5/2011,2383099
1113,Chade-Meng Tan,Everyday compassion at Google,11,2010,TEDPrize@UN,0:14:08,4/5/2011,881315
1114,Morgan Spurlock,The greatest TED Talk ever sold,3,2011,TED2011,0:19:28,4/6/2011,2024129
1115,Mick Ebeling,The invention that unlocked a locked-in artist,3,2011,TEDActive 2011,0:07:49,4/7/2011,938704
1116,Caroline Casey,Looking past limits,12,2010,TEDWomen 2010,0:19:17,4/8/2011,2004769
1117,Jackson Browne,A song inspired by the ocean,11,2010,TEDxGreatPacificGarbagePatch,0:04:26,4/8/2011,650446
1118,David Christian,The history of our world in 18 minutes,3,2011,TED2011,0:17:40,4/11/2011,7206320
1119,Dave Meslin,The antidote to apathy,10,2010,TEDxToronto 2010,0:07:05,4/12/2011,1596370
1120,Sarah Kaminsky,My father the forger,1,2010,TEDxParis 2010,0:14:00,9/7/2011,586468
1121,Roger Ebert,Remaking my voice,3,2011,TED2011,0:19:29,4/13/2011,1091771
1122,Marcin Jakubowski,Open-sourced blueprints for civilization,3,2011,TED2011,0:04:10,4/14/2011,1462932
1124,Susan Lim,"Transplant cells, not organs",12,2010,INK Conference,0:16:26,4/15/2011,616556
1125,Sam Richards,A radical experiment in empathy,10,2010,TEDxPSU,0:18:07,4/18/2011,1511359
1126,Kathryn Schulz,On being wrong,3,2011,TED2011,0:17:51,4/19/2011,3904315
1127,John Hunter,Teaching with the World Peace Game,3,2011,TED2011,0:19:50,4/20/2011,1372068
1129,Anil Ananthaswamy,What it takes to do extreme astrophysics,12,2010,INK Conference,0:14:08,4/21/2011,534548
1130,Ric Elias,3 things I learned while my plane crashed,3,2011,TED2011,0:05:02,4/22/2011,6526467
1131,Harvey Fineberg,Are we ready for neo-evolution?,3,2011,TED2011,0:17:21,4/25/2011,1015187
1132,Bruce Schneier,The security mirage,10,2010,TEDxPSU,0:21:05,4/26/2011,729894
1133,Angela Belcher,Using nature to grow batteries,1,2011,TEDxCaltech,0:10:25,4/27/2011,854936
1134,Mike Matas,A next-generation digital book,3,2011,TED2011,0:04:34,4/28/2011,1498686
1135,Arvind Gupta,Turning trash into toys for learning,12,2010,INK Conference,0:15:30,4/29/2011,1347234
1136,Aicha el-Wafi + Phyllis Rodriguez,"The mothers who found forgiveness, friendship",12,2010,TEDWomen 2010,0:09:54,5/2/2011,808763
1137,Carlo Ratti,Architecture that senses and responds,3,2011,TED2011,0:15:46,5/3/2011,650760
1138,Suzanne Lee,Grow your own clothes,3,2011,TED2011,0:06:40,5/4/2011,1203549
1139,Sean Carroll,Distant time and the hint of a multiverse,1,2011,TEDxCaltech,0:15:54,5/5/2011,1521619
1140,Louie Schwartzberg,The hidden beauty of pollination,3,2011,TED2011,0:07:48,5/6/2011,1852689
1141,Paul Nicklen,Tales of ice-bound wonderlands,3,2011,TED2011,0:17:55,5/9/2011,1959746
1142,Fiorenzo Omenetto,"Silk, the ancient material of the future",3,2011,TED2011,0:09:40,5/10/2011,743094
1143,Ron Gutman,The hidden power of smiling,3,2011,TED2011,0:07:26,5/11/2011,4570253
1144,Amit Sood,Building a museum of museums on the web,3,2011,TED2011,0:05:35,5/12/2011,600256
1145,Leonard Susskind,My friend Richard Feynman,1,2011,TEDxCaltech,0:14:41,5/13/2011,831459
1146,Ed Boyden,A light switch for neurons,3,2011,TED2011,0:18:24,5/15/2011,918556
1147,Thomas Heatherwick,Building the Seed Cathedral,3,2011,TED2011,0:16:52,5/17/2011,1569471
1148,Elliot Krane,The mystery of chronic pain,3,2011,TED2011,0:08:14,5/18/2011,1757958
1149,Edith Widder,"The weird, wonderful world of bioluminescence",3,2011,TED2011,0:12:45,5/19/2011,1178576
1150,Terry Moore,How to tie your shoes,2,2005,TED2005,0:02:59,5/20/2011,6157182
1151,Improv Everywhere,Gotta share!,4,2011,Gel Conference,0:03:20,5/22/2011,355913
1152,Aaron Koblin,Visualizing ourselves ... with crowd-sourced data,3,2011,TED2011,0:18:18,5/23/2011,1452690
1153,Bruce Aylward,How we'll stop polio for good,3,2011,TED2011,0:23:09,5/24/2011,500588
1154,Shirin Neshat,Art in exile,12,2010,TEDWomen 2010,0:10:44,5/25/2011,639543
1155,Mustafa Akyol,Faith versus tradition in Islam,3,2011,TEDxWarwick,0:17:11,5/26/2011,1099646
1156,Robert Gupta + Joshua Roman,"On violin and cello, ""Passacaglia""",3,2011,TED2011,0:09:21,5/27/2011,756628
1157,Malcolm McLaren,Authentic creativity vs. karaoke culture,10,2009,Handheld Learning,0:46:01,5/30/2011,250674
1158,Dennis Hong,Making a car for blind drivers,3,2011,TED2011,0:09:08,5/31/2011,694664
1159,Stefan Sagmeister,7 rules for making more happiness,6,2010,TED@Cannes,0:09:33,6/1/2011,1635069
1160,Aaron O'Connell,Making sense of a visible quantum object,3,2011,TED2011,0:07:51,6/2/2011,1254042
1161,Jessi Arrington,Wearing nothing new,3,2011,TEDActive 2011,0:05:24,6/3/2011,1182383
1162,Damon Horowitz,"We need a ""moral operating system""",3,2011,TEDxSiliconValley,0:16:18,6/6/2011,672443
1163,Jack Horner,Building a dinosaur from a chicken,3,2011,TED2011,0:16:36,6/7/2011,2411660
1164,Janet Echelman,Taking imagination seriously,3,2011,TED2011,0:09:26,6/7/2011,1797292
1165,Paul Romer,The world's first charter city?,3,2011,TED2011,0:09:13,6/9/2011,459820
1166,Alice Dreger,Is anatomy destiny?,12,2010,TEDxNorthwesternU,0:18:48,6/10/2011,1057380
1167,JD Schramm,Break the silence for suicide attempt survivors,3,2011,TEDActive 2011,0:04:14,6/11/2011,1596071
1168,Daniel Kraft,Medicine's future? There's an app for that,4,2011,TEDxMaastricht,0:18:21,6/13/2011,860889
1169,Shea Hembrey,How I became 100 artists,3,2011,TED2011,0:16:48,6/14/2011,1460388
1170,Steve Keil,"A manifesto for play, for Bulgaria and beyond",1,2011,TEDxBG,0:17:56,6/15/2011,595333
