id,speaker,headline,month_filmed,year_filmed,event,duration,date_published,views_as_of_06162017
2214,Robyn Stein DeLuca,The good news about PMS,11,2014,TEDxSBU,0:14:44,3/17/2015,1268818
2215,David Eagleman,Can we create new senses for humans?,3,2015,TED2015,0:20:34,3/18/2015,1684275
2216,Joseph DeSimone,What if 3D printing was 100x faster?,3,2015,TED2015,0:10:45,3/19/2015,2442249
2217,Monica Lewinsky,The price of shame,3,2015,TED2015,0:22:26,3/20/2015,10959207
2218,Fei-Fei Li,How we're teaching computers to understand pictures,3,2015,TED2015,0:17:58,3/23/2015,1892437
2219,Anand Giridharadas,A tale of two Americas. And the mini-mart where they collided,3,2015,TED2015,0:19:23,3/24/2015,1263855
2220,Theaster Gates,"How to revive a neighborhood: with imagination, beauty and art",3,2015,TED2015,0:16:52,3/26/2015,1003631
2221,Boniface Mwangi,The day I stood up alone,10,2014,TEDGlobal 2014,0:07:20,4/2/2015,1319494
2222,Dave Isay,Everyone around you has a story the world needs to hear,3,2015,TED2015,0:21:38,3/25/2015,1494316
2223,Dame Stephanie Shirley,Why do ambitious women have flat heads?,3,2015,TED2015,0:13:39,3/27/2015,1890522
2224,Daniel Kish,How I use sonar to navigate the world,3,2015,TED2015,0:13:03,3/31/2015,1128248
2225,Bill Gates,The next outbreak? We’re not ready,3,2015,TED2015,0:08:32,4/3/2015,2204680
2226,Kevin Rudd,Are China and the US doomed to conflict?,3,2015,TED2015,0:20:01,4/1/2015,1515090
2227,Lucianne Walkowicz,Let's not use Mars as a backup planet,3,2015,TED2015,0:05:50,12/15/2015,1971912
2228,Chris Milk,How virtual reality can create the ultimate empathy machine,3,2015,TED2015,0:10:16,4/22/2015,1476295
2229,Dan Ariely,How equal do we want the world to be? You'd be surprised,3,2015,TED2015,0:08:53,4/8/2015,1682398
2230,Fred Jansen,How to land on a comet,3,2015,TED2015,0:17:47,4/9/2015,1055693
2231,Barat Ali Batoor,My desperate journey with a human smuggler,4,2014,TEDxSydney,0:10:37,4/10/2015,997573
2232,Takaharu Tezuka,The best kindergarten you’ve ever seen,9,2014,TEDxKyoto,0:09:47,4/14/2015,4054420
2233,Kailash Satyarthi,How to make peace? Get angry,3,2015,TED2015,0:18:29,4/13/2015,1166434
2234,Paul Tudor Jones II,Why we need to rethink capitalism,3,2015,TED2015,0:09:51,4/16/2015,1731316
2235,Nathalie Cabrol,How Mars might hold the secret to the origin of life,3,2015,TED2015,0:16:02,4/17/2015,1116133
2236,Sophie Scott,Why we laugh,3,2015,TED2015,0:17:04,4/30/2015,2630063
2237,Jedidah Isler,"How I fell in love with quasars, blazars and our incredible universe",3,2015,TED2015,0:04:19,4/21/2015,1107467
2238,Nizar Ibrahim,How we unearthed the Spinosaurus,11,2014,TEDYouth 2014,0:06:02,4/24/2015,917865
2239,Gary Haugen,The hidden reason for poverty the world needs to address now,3,2015,TED2015,0:22:08,4/20/2015,1649666
2240,Clint Smith,How to raise a black son in America,3,2015,TED2015,0:05:12,4/23/2015,1866975
2241,Pamela Ronald,The case for engineering our food,3,2015,TED2015,0:17:49,5/4/2015,1490700
2242,Bill T. Jones,"The dancer, the singer, the cellist ... and a moment of creative magic",3,2015,TED2015,0:06:26,5/6/2015,1232920
2243,Nick Bostrom,What happens when our computers get smarter than we are?,3,2015,TED2015,0:16:31,4/27/2015,2640703
2244,Greg Gage,How to control someone else's arm with your brain,3,2015,TED2015,0:05:52,4/28/2015,4512916
2245,Tal Danino,Programming bacteria to detect cancer (and maybe treat it),3,2015,TED2015,0:04:11,5/7/2015,1205412
2246,Abe Davis,New video technology that reveals an object's hidden properties,3,2015,TED2015,0:17:57,5/5/2015,1368835
2247,Alice Goffman,How we're priming some kids for college -- and others for prison,3,2015,TED2015,0:16:04,5/1/2015,1476427
2248,Dawn Landes,"A song for my hero, the woman who rowed into a hurricane",3,2015,TED2015,0:09:26,5/8/2015,1130169
2249,Anand Varma,The first 21 days of a bee’s life,3,2015,TED2015,0:06:06,5/11/2015,2161066
2250,The Lady Lifers,A moving song from women in prison for life,11,2014,TEDxMuncyStatePrison,0:09:36,5/15/2015,1293762
2251,Elora Hardy,"Magical houses, made of bamboo",3,2015,TED2015,0:10:17,5/12/2015,3162570
2252,Esther Perel,Rethinking infidelity ... a talk for anyone who has ever loved,3,2015,TED2015,0:21:31,5/21/2015,7655368
2253,Roman Mars,Why city flags may be the worst-designed thing you've never noticed,3,2015,TED2015,0:18:18,5/14/2015,4358249
2254,Steven Wise,Chimps have feelings and thoughts. They should also have rights,3,2015,TED2015,0:14:17,5/20/2015,1018680
2255,Chris Burkard,The joy of surfing in ice-cold water,3,2015,TED2015,0:09:42,5/22/2015,1733234
2256,Suki Kim,This is what it's like to go undercover in North Korea,3,2015,TED2015,0:12:32,6/8/2015,3144751
2257,Cosmin Mihaiu,Physical therapy is boring -- play a game instead,3,2015,TED2015,0:05:57,5/19/2015,1356221
2258,Martine Rothblatt,"My daughter, my wife, our robot, and the quest for immortality",3,2015,TED2015,0:21:04,5/18/2015,1265648
2259,Alan Eustace,I leapt from the stratosphere. Here's how I did it,3,2015,TED2015,0:14:28,9/4/2015,1411237
2260,Sara Seager,The search for planets beyond our solar system,3,2015,TED2015,0:16:14,5/28/2015,1351738
2261,Jeffrey Brown,How we cut youth violence in Boston by 79 percent,3,2015,TED2015,0:18:03,5/26/2015,1038465
2262,Yassmin Abdel-Magied,What does my headscarf mean to you?,12,2014,TEDxSouthBank,0:14:01,5/27/2015,1809615
2263,Trevor Aaronson,How this FBI strategy is actually creating US-based terrorists,3,2015,TED2015,0:09:22,6/4/2015,1238586
2264,Jimmy Nelson,Gorgeous portraits of the world's vanishing people,10,2014,TEDGlobal 2014,0:17:18,5/29/2015,1310320
2265,Laura Schulz,The surprisingly logical minds of babies,3,2015,TED2015,0:20:18,6/2/2015,1588576
2272,Bill Gross,The single biggest reason why startups succeed,3,2015,TED2015,0:06:40,6/1/2015,3545791
2273,Joey Alexander,An 11-year-old prodigy performs old-school jazz,3,2015,TED2015,0:06:28,6/19/2015,2097546
2274,Tony Fadell,The first secret of design is ... noticing,3,2015,TED2015,0:16:41,6/3/2015,1893981
2275,Noy Thrupkaew,Human trafficking is all around you. This is how it works,3,2015,TED2015,0:18:51,7/13/2015,1559910
2276,Linda Cliatt-Wayman,"How to fix a broken school? Lead fearlessly, love hard",5,2015,TEDWomen 2015,0:17:07,6/5/2015,1539049
2277,Donald Hoffman,Do we see reality as it is?,3,2015,TED2015,0:21:50,6/11/2015,2390549
2278,Sarah Jones,"One woman, five characters, and a sex lesson from the future",3,2015,TED2015,0:25:28,6/9/2015,1498978
2279,Rana el Kaliouby,This app knows how you feel -- from the look on your face,5,2015,TEDWomen 2015,0:11:04,6/15/2015,1387939
2280,LaToya Ruby Frazier,A visual history of inequality in industrial America,3,2015,TED2015,0:05:03,6/18/2015,1128539
2281,Lee Mokobe,A powerful poem about what it feels like to be transgender,5,2015,TEDWomen 2015,0:04:21,6/12/2015,1127241
2282,Ash Beckham,When to take a stand -- and when to let it go,9,2014,TEDxBoulder,0:15:35,7/10/2015,1427103
2283,Margaret Heffernan,Forget the pecking order at work,5,2015,TEDWomen 2015,0:15:47,6/16/2015,2249785
2284,Roxane Gay,Confessions of a bad feminist,5,2015,TEDWomen 2015,0:11:28,6/22/2015,1406093
2285,Latif Nasser,The amazing story of the man who gave us modern pain relief,3,2015,TED2015,0:13:51,7/1/2015,1515265
2286,Steve Silberman,The forgotten history of autism,3,2015,TED2015,0:13:48,6/17/2015,1438357
2287,Chip Kidd,The art of first impressions -- in design and life,5,2015,TEDSalon NY2015,0:18:57,6/23/2015,1684741
2288,Gayle Tzemach Lemmon,Meet the women fighting on the front lines of an American war,5,2015,TEDWomen 2015,0:11:25,7/2/2015,1134486
2289,Maryn McKenna,What do we do when antibiotics don't work any more?,3,2015,TED2015,0:16:59,6/25/2015,1500349
2291,Chris Urmson,How a driverless car sees the road,3,2015,TED2015,0:15:29,6/26/2015,1986402
2292,Dame Ellen MacArthur,The surprising thing I learned sailing solo around the world,3,2015,TED2015,0:16:47,6/29/2015,1471227
2293,Jimmy Carter,Why I believe the mistreatment of women is the number one human rights abuseÂ,5,2015,TEDWomen 2015,0:16:36,6/30/2015,1368781
2294,Rajiv Maheswaran,The math behind basketball's wildest moves,3,2015,TED2015,0:12:08,7/6/2015,1876673
2295,Memory Banda,A warrior’s cry against child marriage,5,2015,TEDWomen 2015,0:12:38,7/7/2015,1225546
2296,Manuel Lima,A visual history of human knowledge,3,2015,TED2015,0:12:49,8/18/2015,1687126
2297,Aspen Baker,A better way to talk about abortion,5,2015,TEDWomen 2015,0:10:58,7/14/2015,1572229
2298,Alaa Murabit,What my religion really says about women,5,2015,TEDWomen 2015,0:12:13,7/21/2015,2216337
2299,Johann Hari,Everything you think you know about addiction is wrong,6,2015,TEDGlobalLondon,0:14:42,7/9/2015,7128798
2300,Alec Soth + Stacey Baker,This is what enduring love looks like,3,2015,TED2015,0:10:18,7/15/2015,1726681
2301,Marlene Zuk,What we learn from insects' kinky sex lives,5,2015,TEDWomen 2015,0:11:58,7/17/2015,1429184
2302,Jon Ronson,When online shaming spirals out of control,6,2015,TEDGlobalLondon,0:17:11,7/20/2015,2355172
2303,Salvatore Iaconesi,What happened when I open-sourced my brain cancer,4,2013,TEDMED 2013,0:10:52,7/16/2015,1118032
2304,eL Seed,Street art with a message of hope and peace,3,2015,TED2015,0:05:39,7/23/2015,1378269
2305,John Green,The nerd's guide to learning everything online,11,2012,TEDxIndianapolis,0:18:10,7/22/2015,3220815
2306,Matt Kenyon,A secret memorial for civilian casualties,3,2015,TED2015,0:06:55,8/13/2015,825346
2307,Yuval Noah Harari,What explains the rise of humans?,6,2015,TEDGlobalLondon,0:17:08,7/24/2015,2407749
2308,Rich Benjamin,My road trip through the whitest towns in America,5,2015,TEDWomen 2015,0:13:01,8/11/2015,1909186
2309,Benedetta Berti,The surprising way groups like ISIS stay in power,3,2015,TED2015,0:05:38,8/10/2015,1884022
2310,Alix Generous,How I learned to communicate my inner life with Asperger's,5,2015,TEDWomen 2015,0:10:26,8/17/2015,1553047
2311,Elizabeth Nyamayaro,An invitation to men who want a better world for women,5,2015,TEDWomen 2015,0:12:39,9/1/2015,1258373
2313,Patience Mthunzi,Could we cure HIV with lasers?,3,2015,TED2015,0:04:25,8/14/2015,1187848
2314,Christopher Soghoian,How to avoid surveillance ... with the phone in your pocket,3,2015,TED2015,0:06:16,8/20/2015,1246653
2315,Tony Wyss-Coray,"How young blood might help reverse aging. Yes, really",6,2015,TEDGlobalLondon,0:13:35,8/19/2015,1460549
2316,Jim Al-Khalili,How quantum biology might explain life’s biggest questions,6,2015,TEDGlobalLondon,0:16:09,8/24/2015,1393733
2317,Seth Berkley,The troubling reason why vaccines are made too late ... if they're made at all,3,2015,TED2015,0:07:17,8/25/2015,977693
2318,Robin Murphy,These robots come to the rescue after a disaster,5,2015,TEDWomen 2015,0:08:59,8/27/2015,938575
2319,Dustin Yellin,A journey through the mind of an artist,7,2014,TED@NYC,0:07:32,8/21/2015,1553429
2320,Wendy Freedman,This new telescope might show us the beginning of the universe,10,2014,TEDGlobal 2014,0:15:38,8/31/2015,1249989
2321,Yves Morieux,How too many rules at work keep you from getting things done,6,2015,TED@BCG London,0:16:38,8/28/2015,1813223
2322,Jamie Bartlett,How the mysterious dark net is going mainstream,6,2015,TEDGlobalLondon,0:14:15,9/2/2015,2015349
2323,Jim Simons,A rare interview with the mathematician who cracked Wall Street,3,2015,TED2015,0:23:03,9/3/2015,1543067
2324,Barry Schwartz,The way we think about work is broken,3,2014,TED2014,0:08:02,9/8/2015,2436753
2325,BJ Miller,What really matters at the end of life,3,2015,TED2015,0:19:07,9/10/2015,5814061
2326,David Rothkopf,How fear drives American politics,3,2015,TED2015,0:18:00,9/14/2015,1202325
2327,Billie Jean King,This tennis icon paved the way for women in sports,5,2015,TEDWomen 2015,0:16:05,9/11/2015,927606
2328,Mia Birdsong,The story we tell about poverty isn't true,5,2015,TEDWomen 2015,0:15:16,9/15/2015,1578289
2329,Michael Kimmel,Why gender equality is good for everyone -- men included,5,2015,TEDWomen 2015,0:15:58,9/16/2015,1395141
2330,Mandy Len Catron,Falling in love is the easy part,8,2015,TEDxChapmanU,0:13:53,9/17/2015,2959214
2331,Mary Robinson,Why climate change is a threat to human rights,5,2015,TEDWomen 2015,0:21:47,9/23/2015,1090999
2332,Scott Dinsmore,How to find work you love,10,2012,TEDxGoldenGatePark 2012,0:17:47,9/18/2015,4604595
2333,Taiye Selasi,"Don't ask where I'm from, ask where I'm a local",10,2014,TEDGlobal 2014,0:16:31,9/29/2015,1827607
2334,Mac Stone,Stunning photos of the endangered Everglades,3,2015,TEDxUF,0:19:15,9/30/2015,1144380
2335,Frances Larson,Why public beheadings get millions of views,6,2015,TEDGlobalLondon,0:15:57,9/22/2015,1101963
2336,Robin Morgan,4 powerful poems about Parkinson's and growing older,5,2015,TEDWomen 2015,0:11:57,9/25/2015,990901
2337,Sakena Yacoobi,How I stopped the Taliban from shutting down my school,5,2015,TEDWomen 2015,0:17:03,9/21/2015,1350263
2338,Martin Pistorius,How my mind came back to life -- and no one knew,8,2015,TEDxKC,0:14:08,10/1/2015,2030603
2339,Alice Bows-Larkin,Climate change is happening. Here's how we adapt,6,2015,TEDGlobalLondon,0:14:23,10/5/2015,1144511
2340,Samuel Cohen,Alzheimer's is not normal aging -- and we can cure it,6,2015,TED@BCG London,0:07:53,9/28/2015,1436668
2341,Emilie Wapnick,Why some of us don't have one true calling,4,2015,TEDxBend,0:12:26,10/2/2015,3947441
2342,Sandrine Thuret,You can grow new brain cells. Here's how,6,2015,TED@BCG London,0:11:04,10/8/2015,4157041
2343,Siddhartha Mukherjee,"Soon we'll cure diseases with a cell, not a pill",3,2015,TED2015,0:17:35,10/6/2015,1268395
2344,Neri Oxman,Design at the intersection of technology and biology,3,2015,TED2015,0:17:36,10/7/2015,1571437
2345,Teitur,Home is a song I've always remembered,3,2015,TED2015,0:10:49,10/9/2015,1024574
2346,Vijay Kumar,The future of flying robots,4,2015,TEDxPenn,0:13:09,10/13/2015,1305501
2348,Michael Green,How we can make the world a better place by 2030,9,2015,TEDGlobal>London,0:14:39,10/12/2015,1101485
2349,Alyson McGregor,Why medicine often has dangerous side effects for women,9,2014,TEDxProvidence,0:15:29,10/14/2015,1397479
2351,Meklit Hadero,The unexpected beauty of everyday sounds,8,2015,TED Fellows Retreat 2015,0:13:03,10/16/2015,977455
2352,Will Potter,The secret US prisons you've never heard of before,8,2015,TED Fellows Retreat 2015,0:14:55,10/19/2015,2374774
2353,Anders Fjellberg,Two nameless bodies washed up on the beach. Here are their stories,9,2015,TEDGlobal>London,0:14:41,10/15/2015,1197338
2354,Jennifer Doudna,How CRISPR lets us edit our DNA,9,2015,TEDGlobal>London,0:15:53,10/20/2015,1839205
2356,Tom Uglow,An Internet without screens might look like this,5,2015,TEDxSydney,0:08:23,10/22/2015,1566734
2357,Christine Sun Kim,The enchanting music of sign language,8,2015,TED Fellows Retreat 2015,0:15:17,10/28/2015,1212021
2358,Melissa Fleming,A boat carrying 500 refugees sunk at sea. The story of two survivors,5,2015,TEDxThessaloniki,0:19:15,11/3/2015,1446215
2359,Francesco Sauro,"Deep under the Earth's surface, discovering beauty and science",9,2015,TEDGlobal>London,0:14:37,10/23/2015,1404886
2361,Daniel Levitin,How to stay calm when you know you'll be stressed,9,2015,TEDGlobal>London,0:12:20,10/30/2015,8246610
2362,Nancy Lublin,How data from a crisis text line is saving lives,5,2015,TEDWomen 2015,0:09:39,11/2/2015,758847
2363,Cesar Harada,How I teach kids to love science,8,2015,TED Fellows Retreat 2015,0:09:48,10/27/2015,1581541
2364,Hilary Cottam,Social services are broken. How we can fix them,9,2015,TEDGlobal>London,0:16:55,10/26/2015,674316
2365,Mathias Jud,Art that lets you talk back to NSA spies,9,2015,TEDGlobal>London,0:12:56,10/29/2015,953406
2366,Kaki King,A musical escape into a world of light and color,5,2015,TEDWomen 2015,0:11:31,11/6/2015,1340769
2367,Patrícia Medici,The coolest animal you know nothing about ... and how we can save it,8,2015,TED Fellows 2015,0:11:32,11/4/2015,1272711
2368,Harald Haas,Forget Wi-Fi. Meet the new Li-Fi Internet,9,2015,TEDGlobal>London,0:07:24,11/5/2015,1818177
2369,Andreas Ekström,The moral bias behind your search results,1,2015,TEDxOslo,0:09:18,11/10/2015,1376490
2370,Jenni Chang and Lisa Dazols,This is what LGBT life is like around the world,5,2015,TEDWomen 2015,0:11:50,11/9/2015,1552289
2371,Josh Luber,Why sneakers are a great investment,10,2015,TED@IBM,0:11:51,11/16/2015,1765907
2372,Chelsea Shields,How I'm working for change inside my church,8,2015,TED Fellows Retreat 2015,0:12:36,11/12/2015,1440098
2373,Carl Safina,What are animals thinking and feeling?,10,2015,Mission Blue II,0:19:26,11/19/2015,1934907
2374,Jean-Paul Mari,The chilling aftershock of a brush with death,3,2015,TEDxCannes,0:15:30,11/13/2015,752439
2375,Ole Scheeren,Why great architecture should tell a story,9,2015,TEDGlobal>London,0:16:26,1/14/2016,2008052
2376,Nonny de la Peña,The future of news? Virtual reality,5,2015,TEDWomen 2015,0:09:27,11/17/2015,1188180
2377,Genevieve von Petzinger,Why are these 32 symbols found in ancient caves all over Europe?,8,2015,TED Fellows Retreat 2015,0:12:05,11/20/2015,3090542
2378,Guillaume Néry,The exhilarating peace of freediving,3,2013,TEDxToulouse,0:19:10,12/4/2015,832599
2379,Anote Tong,My country will be underwater soon -- unless we work together,10,2015,Mission Blue II,0:21:15,11/18/2015,1043680
2380,Regina Hartley,Why the best hire might not have the perfect resume,9,2015,TED@UPS,0:10:31,11/24/2015,3052002
2381,Marina Abramović,"An art made of trust, vulnerability and connection",3,2015,TED2015,0:15:51,11/30/2015,1549930
2382,Ann Morgan,My year reading a book from every country in the world,9,2015,TEDGlobal>London,0:12:03,11/23/2015,1418449
2383,Chieko Asakawa,How new technology helps blind people explore the world,10,2015,TED@IBM,0:09:29,12/3/2015,1178423
2384,Jessica Shortall,The US needs paid family leave -- for the sake of its future,10,2015,TEDxSMU,0:15:45,12/2/2015,1373084
2385,Kristen Marhaver,How we're growing baby corals to rebuild reefs,10,2015,Mission Blue II,0:13:46,12/1/2015,697775
2387,Jedidah Isler,The untapped genius that could change science for the better,8,2015,TED Fellows Retreat 2015,0:13:42,12/7/2015,1032846
2388,Danit Peleg,Forget shopping. Soon you'll download your new clothes,11,2015,TEDYouth 2015,0:06:20,12/8/2015,1557734
2389,Paul Greenberg,The four fish we're overeating -- and what to eat instead,10,2015,Mission Blue II,0:14:24,12/14/2015,1478517
2390,Laura Robinson,The secrets I find on the mysterious ocean floor,12,2014,TEDxBrussels,0:11:21,3/9/2016,1466363
2391,Raymond Wang,How germs travel on planes -- and how we can stop them,11,2015,TEDYouth 2015,0:06:28,12/10/2015,1659922
2392,Nicole Paris and Ed Cage,A beatboxing lesson from a father-daughter duo,11,2015,TEDYouth 2015,0:07:01,12/11/2015,2506276
2393,Alison Killing,What happens when a city runs out of room for its dead,11,2014,TEDxGroningen,0:08:49,12/16/2015,1428606
2394,Jane Fonda and Lily Tomlin,A hilarious celebration of lifelong female friendship,5,2015,TEDWomen 2015,0:15:44,12/17/2015,2200334
2395,Jason deCaires Taylor,"An underwater art museum, teeming with life",10,2015,Mission Blue II,0:11:09,12/22/2015,1421410
2396,Harry Cliff,Have we reached the end of physics?,12,2015,TEDGlobal>Geneva,0:13:57,1/4/2016,2243295
2397,António Guterres,Refugees have the right to be protected,12,2015,TEDGlobal>Geneva,0:19:54,12/18/2015,1099963
2398,Rodrigo Bijou,Governments don't understand cyber warfare. We need hackers,6,2015,TEDGlobal>London,0:09:28,12/21/2015,1218503
2399,Robert Waldinger,What makes a good life? Lessons from the longest study on happiness,11,2015,TEDxBeaconStreet,0:12:46,12/23/2015,14766093
2400,Wael Ghonim,Let's design social media that drives real change,12,2015,TEDGlobal>Geneva,0:13:34,1/13/2016,1270022
2401,Tim Harford,How frustration can make us more creative,9,2015,TEDGlobal>London,0:15:32,1/11/2016,2349194
2402,Aomawa Shields,How we'll find life on other planets,3,2015,TED2015,0:05:25,1/6/2016,1503063
2403,Sebastian Wernicke,How to use data to make a hit TV show,6,2015,TEDxCambridge,0:12:25,1/5/2016,1442431
2404,David Sedlak,4 ways we can avoid a catastrophic drought,9,2015,TEDxMarin,0:13:37,1/7/2016,1001507
2405,James Veitch,This is what happens when you reply to spam email,12,2015,TEDGlobal>Geneva,0:09:48,1/8/2016,17754596
2406,Melvin Russell,"I love being a police officer, but we need reform",9,2015,TEDxMidAtlantic,0:13:07,1/12/2016,957155
2407,Achenyo Idachaba,How I turned a deadly plant into a thriving business,5,2015,TEDWomen 2015,0:07:17,1/21/2016,1696751
2409,Jill Heinerth,The mysterious world of underwater caves,11,2015,TEDYouth 2015,0:06:49,1/15/2016,1444956
2410,Sean Follmer,Shape-shifting tech will change work as we know it,10,2015,TEDxCERN,0:09:22,2/9/2016,1381576
2411,Oscar Schwartz,Can a computer write poetry?,5,2015,TEDxYouth@Sydney,0:10:56,1/20/2016,749944
2412,Jill Farrant,How we can make crops survive without water,12,2015,TEDGlobal>Geneva,0:13:56,1/19/2016,1313237
2413,Yanis Varoufakis,Capitalism will eat democracy -- unless we speak up,12,2015,TEDGlobal>Geneva,0:19:51,1/25/2016,2186115
2414,David Gruber,Glow-in-the-dark sharks and other stunning sea creatures,10,2015,Mission Blue II,0:13:54,1/26/2016,1824031
2415,Elizabeth Lev,The unheard story of the Sistine Chapel,12,2015,TEDGlobal>Geneva,0:17:33,1/22/2016,1444057
2416,Tania Simoncelli,Should you be able to patent a human gene?,11,2014,TEDxAmoskeagMillyard,0:18:05,1/27/2016,1047649
2417,Linda Liukas,A delightful way to teach kids about computers,10,2015,TEDxCERN,0:11:03,2/1/2016,1582640
2418,Melati and Isabel Wijsen,Our campaign to ban plastic bags in Bali,9,2015,TEDGlobal>London,0:11:00,1/29/2016,1183134
2419,Auke Ijspeert,A robot that runs and swims like a salamander,12,2015,TEDGlobal>Geneva,0:14:10,1/28/2016,1755337
2420,Judson Brewer,A simple way to break a bad habit,11,2015,TEDMED 2015,0:09:24,2/3/2016,7328486
2423,Dambisa Moyo,Economic growth has stalled. Let's fix it,12,2015,TEDGlobal>Geneva,0:14:04,2/8/2016,1419064
2424,Andrés Ruzo,The boiling river of the Amazon,10,2014,TEDGlobal 2014,0:15:49,2/2/2016,906791
2425,Pardis Sabeti,How we'll fight the next deadly virus,5,2015,TEDWomen 2015,0:09:37,2/4/2016,1151188
2426,Matthew Williams,Special Olympics let me be myself -- a champion,11,2015,TEDxVancouver,0:14:12,2/5/2016,1063482
2427,Mike Velings,The case for fish farming,10,2015,Mission Blue II,0:15:18,2/11/2016,1171660
2428,Dorothy Roberts,The problem with race-based medicine,11,2015,TEDMED 2015,0:14:36,2/12/2016,987314
2429,Jocelyne Bloch,The brain may be able to repair itself -- with help,12,2015,TEDGlobal>Geneva,0:11:34,2/15/2016,2101105
2430,Gregory Heyworth,How I'm discovering the secrets of ancient texts,10,2015,TEDxUM,0:12:07,2/10/2016,750582
2431,Audrey Choi,How to make a profit while making a difference,11,2015,TED@StateStreet Boston,0:12:34,2/24/2016,1648628
2432,Caleb Harper,This computer will grow your food in the future,12,2015,TEDGlobal>Geneva,0:15:55,3/8/2016,1561646
2433,Ivan Coyote,Why we need gender-neutral bathrooms,11,2015,TEDxVancouver,0:11:50,2/26/2016,1528367
2434,Thomas Peschak,Dive into an ocean photographer's world,10,2015,Mission Blue II,0:10:10,2/29/2016,882441
2435,Celeste Headlee,10 ways to have a better conversation,5,2015,TEDxCreativeCoast,0:11:44,2/16/2016,7656591
2436,Russ Altman,What really happens when you mix medications?,11,2015,TEDMED 2015,0:14:41,3/2/2016,1563687
2437,Magda Sayeg,How yarn bombing grew into a worldwide movement,11,2015,TEDYouth 2015,0:05:30,3/1/2016,1235138
2438,Shonda Rhimes,My year of saying yes to everything,2,2016,TED2016,0:18:44,2/17/2016,2990260
2439,Allan Adams,What the discovery of gravitational waves means,2,2016,TED2016,0:10:58,2/18/2016,2140484
2440,Raffaello D'Andrea,Meet the dazzling flying machines of the future,2,2016,TED2016,0:11:35,2/19/2016,2305485
2441,Al Gore,The case for optimism on climate change,2,2016,TED2016,0:25:20,2/22/2016,1578007
2442,Dalia Mogahed,What do you think when you look at me?,2,2016,TED2016,0:16:16,2/23/2016,2319157
2443,Travis Kalanick,Uber's plan to get more people into fewer cars,2,2016,TED2016,0:19:18,3/4/2016,1545843
2445,Mary Bassett,Why your doctor should care about social justice,11,2015,TEDMED 2015,0:13:49,2/25/2016,1059029
2447,Joe Gebbia,How Airbnb designs for trust,2,2016,TED2016,0:15:51,3/14/2016,1957291
2448,Reshma Saujani,"Teach girls bravery, not perfection",2,2016,TED2016,0:12:39,3/7/2016,3198972
2449,Alexander Betts,Our refugee system is failing. Here's how we can fix it,2,2016,TED2016,0:18:09,3/3/2016,800230
2451,Casey Gerald,The gospel of doubt,2,2016,TED2016,0:18:19,3/11/2016,1113681
2452,Tshering Tobgay,This country isn't just carbon neutral -- it's carbon negative,2,2016,TED2016,0:18:54,3/11/2016,1855792
2453,Adam Foss,A prosecutor's vision for a better justice system,2,2016,TED2016,0:15:57,3/21/2016,1642132
2454,Mileha Soneji,Simple hacks for life with Parkinson's,2,2015,TEDxDelft,0:06:57,3/10/2016,836424
2455,Latif Nasser,You have no idea where camels really come from,11,2015,TED Talks Live,0:12:27,3/23/2016,2189051
2456,Arthur Brooks,A conservative's plea: Let's work together,2,2016,TED2016,0:14:14,3/17/2016,1102697
2457,Jessica Ladd,The reporting system that sexual assault survivors want,2,2016,TED2016,0:05:59,3/16/2016,1197650
2458,Tim Urban,Inside the mind of a master procrastinator,2,2016,TED2016,0:14:03,3/15/2016,13055322
2459,Meron Gribetz,A glimpse of the future through an augmented reality headset,2,2016,TED2016,0:10:54,3/18/2016,1529986
2460,Astro Teller,The unexpected benefit of celebrating failure,2,2016,TED2016,0:15:32,4/14/2016,2222944
2461,Alex Kipman,A futuristic vision of the age of holograms,2,2016,TED2016,0:19:05,3/25/2016,2058953
2462,Siyanda Mohutsiwa,How young Africans found a voice on Twitter,2,2016,TED2016,0:14:22,3/24/2016,973846
2463,Angélica Dass,The beauty of human skin in every color,2,2016,TED2016,0:11:27,3/28/2016,1873068
2464,Linus Torvalds,The mind behind Linux,2,2016,TED2016,0:21:30,4/8/2016,2239641
2465,Haley Van Dyck,How a start-up in the White House is changing business as usual,2,2016,TED2016,0:15:15,4/4/2016,948434
2466,Danielle Feinberg,The magic ingredient that brings Pixar movies to life,11,2015,TED Talks Live,0:12:04,4/6/2016,2553083
2467,Paula Hammond,A new superweapon in the fight against cancer,11,2015,TED Talks Live,0:10:42,4/13/2016,1388143
2468,Tabetha Boyajian,The most mysterious star in the universe,2,2016,TED2016,0:13:46,4/7/2016,2601923
2469,Carol Fishman Cohen,How to get back to work after a career break,11,2015,TEDxBeaconStreet,0:12:01,3/22/2016,1507130
2470,Knut Haanaes,Two reasons companies fail -- and how to avoid them,6,2015,TED@BCG London,0:10:38,3/31/2016,1688209
2471,Lisa Nip,How humans could evolve to survive in space,11,2015,TEDxBeaconStreet,0:12:51,3/30/2016,1440850
2472,Dan Gross,Why gun violence can't be our new normal,2,2016,TED2016,0:13:38,3/29/2016,1081214
2473,Juan Enriquez,We can reprogram life. How to do it wisely,11,2015,TED Talks Live,0:14:49,4/20/2016,1948019
2474,Adam Grant,The surprising habits of original thinkers,2,2016,TED2016,0:15:25,4/1/2016,5787786
2475,Parag Khanna,How megacities are changing the map of the world,2,2016,TED2016,0:20:34,4/5/2016,864215
